분석인덱스,시도명,시군구명,행정동명,일반결제년월,결제금액,전월결제금액,결제변화비율
1073,경기도,수원시 영통구,곡선동,2019-09,286510,286510,0.00
1074,경기도,수원시 영통구,곡선동,2019-10,1158860,286510,304.47
1075,경기도,수원시 영통구,곡선동,2019-11,837860,1158860,-27.70
1076,경기도,수원시 영통구,곡선동,2019-12,2178530,837860,160.01
1077,경기도,수원시 영통구,곡선동,2020-01,1707210,2178530,-21.63
1078,경기도,수원시 영통구,곡선동,2020-02,1320770,1707210,-22.64
1079,경기도,수원시 영통구,곡선동,2020-03,1669089,1320770,26.37
1080,경기도,수원시 영통구,광교1동,2019-09,21373406,21373406,0.00
1081,경기도,수원시 영통구,광교1동,2019-10,79982278,21373406,274.21
1082,경기도,수원시 영통구,광교1동,2019-11,77260813,79982278,-3.40
1083,경기도,수원시 영통구,광교1동,2019-12,102309626,77260813,32.42
1084,경기도,수원시 영통구,광교1동,2020-01,106527036,102309626,4.12
1085,경기도,수원시 영통구,광교1동,2020-02,113463708,106527036,6.51
1086,경기도,수원시 영통구,광교1동,2020-03,143680534,113463708,26.63
1087,경기도,수원시 영통구,광교2동,2019-09,7952930,7952930,0.00
1088,경기도,수원시 영통구,광교2동,2019-10,34544070,7952930,334.36
1089,경기도,수원시 영통구,광교2동,2019-11,27460480,34544070,-20.51
1090,경기도,수원시 영통구,광교2동,2019-12,33313772,27460480,21.32
1091,경기도,수원시 영통구,광교2동,2020-01,29409110,33313772,-11.72
1092,경기도,수원시 영통구,광교2동,2020-02,34644210,29409110,17.80
1093,경기도,수원시 영통구,광교2동,2020-03,48749780,34644210,40.72
1094,경기도,수원시 영통구,망포1동,2019-09,6962450,6962450,0.00
1095,경기도,수원시 영통구,망포1동,2019-10,31381570,6962450,350.73
1096,경기도,수원시 영통구,망포1동,2019-11,26245260,31381570,-16.37
1097,경기도,수원시 영통구,망포1동,2019-12,38602610,26245260,47.08
1098,경기도,수원시 영통구,망포1동,2020-01,35797800,38602610,-7.27
1099,경기도,수원시 영통구,망포1동,2020-02,39864650,35797800,11.36
1100,경기도,수원시 영통구,망포1동,2020-03,54930530,39864650,37.79
1101,경기도,수원시 영통구,망포2동,2019-09,6826510,6826510,0.00
1102,경기도,수원시 영통구,망포2동,2019-10,21652104,6826510,217.18
1103,경기도,수원시 영통구,망포2동,2019-11,22044810,21652104,1.81
1104,경기도,수원시 영통구,망포2동,2019-12,25499640,22044810,15.67
1105,경기도,수원시 영통구,망포2동,2020-01,30874350,25499640,21.08
1106,경기도,수원시 영통구,망포2동,2020-02,34896800,30874350,13.03
1107,경기도,수원시 영통구,망포2동,2020-03,41629630,34896800,19.29
1108,경기도,수원시 영통구,매탄1동,2019-09,5041490,5041490,0.00
1109,경기도,수원시 영통구,매탄1동,2019-10,22065702,5041490,337.68
1110,경기도,수원시 영통구,매탄1동,2019-11,19241060,22065702,-12.80
1111,경기도,수원시 영통구,매탄1동,2019-12,23988414,19241060,24.67
1112,경기도,수원시 영통구,매탄1동,2020-01,26078080,23988414,8.71
1113,경기도,수원시 영통구,매탄1동,2020-02,30103007,26078080,15.43
1114,경기도,수원시 영통구,매탄1동,2020-03,48805907,30103007,62.13
1115,경기도,수원시 영통구,매탄2동,2019-09,2768780,2768780,0.00
1116,경기도,수원시 영통구,매탄2동,2019-10,10900289,2768780,293.69
1117,경기도,수원시 영통구,매탄2동,2019-11,10294970,10900289,-5.55
1118,경기도,수원시 영통구,매탄2동,2019-12,13272840,10294970,28.93
1119,경기도,수원시 영통구,매탄2동,2020-01,13453790,13272840,1.36
1120,경기도,수원시 영통구,매탄2동,2020-02,15971610,13453790,18.71
1121,경기도,수원시 영통구,매탄2동,2020-03,21748293,15971610,36.17
1122,경기도,수원시 영통구,매탄3동,2019-09,14287080,14287080,0.00
1123,경기도,수원시 영통구,매탄3동,2019-10,63655826,14287080,345.55
1124,경기도,수원시 영통구,매탄3동,2019-11,58437660,63655826,-8.20
1125,경기도,수원시 영통구,매탄3동,2019-12,78484120,58437660,34.30
1126,경기도,수원시 영통구,매탄3동,2020-01,77483930,78484120,-1.27
1127,경기도,수원시 영통구,매탄3동,2020-02,72165100,77483930,-6.86
1128,경기도,수원시 영통구,매탄3동,2020-03,96324726,72165100,33.48
1129,경기도,수원시 영통구,매탄4동,2019-09,2289540,2289540,0.00
1130,경기도,수원시 영통구,매탄4동,2019-10,7820230,2289540,241.56
1131,경기도,수원시 영통구,매탄4동,2019-11,7499160,7820230,-4.11
1132,경기도,수원시 영통구,매탄4동,2019-12,9769820,7499160,30.28
1133,경기도,수원시 영통구,매탄4동,2020-01,9228166,9769820,-5.54
1134,경기도,수원시 영통구,매탄4동,2020-02,10857910,9228166,17.66
1135,경기도,수원시 영통구,매탄4동,2020-03,16578490,10857910,52.69
1136,경기도,수원시 영통구,영통1동,2019-09,9169710,9169710,0.00
1137,경기도,수원시 영통구,영통1동,2019-10,29117130,9169710,217.54
1138,경기도,수원시 영통구,영통1동,2019-11,21630130,29117130,-25.71
1139,경기도,수원시 영통구,영통1동,2019-12,38138120,21630130,76.32
1140,경기도,수원시 영통구,영통1동,2020-01,29492470,38138120,-22.67
1141,경기도,수원시 영통구,영통1동,2020-02,34657135,29492470,17.51
1142,경기도,수원시 영통구,영통1동,2020-03,48995920,34657135,41.37
1143,경기도,수원시 영통구,영통2동,2019-09,9958450,9958450,0.00
1144,경기도,수원시 영통구,영통2동,2019-10,40617870,9958450,307.87
1145,경기도,수원시 영통구,영통2동,2019-11,33853040,40617870,-16.65
1146,경기도,수원시 영통구,영통2동,2019-12,46663885,33853040,37.84
1147,경기도,수원시 영통구,영통2동,2020-01,41928789,46663885,-10.15
1148,경기도,수원시 영통구,영통2동,2020-02,53441548,41928789,27.46
1149,경기도,수원시 영통구,영통2동,2020-03,69790525,53441548,30.59
1150,경기도,수원시 영통구,영통3동,2019-09,28157172,28157172,0.00
1151,경기도,수원시 영통구,영통3동,2019-10,86327580,28157172,206.59
1152,경기도,수원시 영통구,영통3동,2019-11,87507018,86327580,1.37
1153,경기도,수원시 영통구,영통3동,2019-12,109200164,87507018,24.79
1154,경기도,수원시 영통구,영통3동,2020-01,119982668,109200164,9.87
1155,경기도,수원시 영통구,영통3동,2020-02,117036276,119982668,-2.46
1156,경기도,수원시 영통구,영통3동,2020-03,155817130,117036276,33.14
1157,경기도,수원시 영통구,우만1동,2019-09,274700,274700,0.00
1158,경기도,수원시 영통구,우만1동,2019-10,290480,274700,5.74
1159,경기도,수원시 영통구,우만1동,2019-11,445250,290480,53.28
1160,경기도,수원시 영통구,우만1동,2019-12,370050,445250,-16.89
1161,경기도,수원시 영통구,우만1동,2020-01,637460,370050,72.26
1162,경기도,수원시 영통구,우만1동,2020-02,304370,637460,-52.25
1163,경기도,수원시 영통구,우만1동,2020-03,401350,304370,31.86
1164,경기도,수원시 영통구,원천동,2019-09,15720415,15720415,0.00
1165,경기도,수원시 영통구,원천동,2019-10,53986709,15720415,243.42
1166,경기도,수원시 영통구,원천동,2019-11,50672764,53986709,-6.14
1167,경기도,수원시 영통구,원천동,2019-12,68589809,50672764,35.36
1168,경기도,수원시 영통구,원천동,2020-01,58088350,68589809,-15.31
1169,경기도,수원시 영통구,원천동,2020-02,81334332,58088350,40.02
1170,경기도,수원시 영통구,원천동,2020-03,126251752,81334332,55.23
1171,경기도,수원시 장안구,송죽동,2019-09,3664070,3664070,0.00
1172,경기도,수원시 장안구,송죽동,2019-10,16027960,3664070,337.44
1173,경기도,수원시 장안구,송죽동,2019-11,16645070,16027960,3.85
1174,경기도,수원시 장안구,송죽동,2019-12,23049274,16645070,38.48
1175,경기도,수원시 장안구,송죽동,2020-01,19620927,23049274,-14.87
1176,경기도,수원시 장안구,송죽동,2020-02,25258998,19620927,28.73
1177,경기도,수원시 장안구,송죽동,2020-03,36948588,25258998,46.28
1178,경기도,수원시 장안구,연무동,2019-09,2534300,2534300,0.00
1179,경기도,수원시 장안구,연무동,2019-10,13832115,2534300,445.80
1180,경기도,수원시 장안구,연무동,2019-11,11483670,13832115,-16.98
1181,경기도,수원시 장안구,연무동,2019-12,14123650,11483670,22.99
1182,경기도,수원시 장안구,연무동,2020-01,13787290,14123650,-2.38
1183,경기도,수원시 장안구,연무동,2020-02,16378880,13787290,18.80
1184,경기도,수원시 장안구,연무동,2020-03,27671030,16378880,68.94
1185,경기도,수원시 장안구,영화동,2019-09,4583105,4583105,0.00
1186,경기도,수원시 장안구,영화동,2019-10,18929450,4583105,313.03
1187,경기도,수원시 장안구,영화동,2019-11,20042929,18929450,5.88
1188,경기도,수원시 장안구,영화동,2019-12,23035921,20042929,14.93
1189,경기도,수원시 장안구,영화동,2020-01,22199209,23035921,-3.63
1190,경기도,수원시 장안구,영화동,2020-02,24835358,22199209,11.87
1191,경기도,수원시 장안구,영화동,2020-03,39013330,24835358,57.09
1192,경기도,수원시 장안구,율천동,2019-09,9094780,9094780,0.00
1193,경기도,수원시 장안구,율천동,2019-10,36130290,9094780,297.26
1194,경기도,수원시 장안구,율천동,2019-11,36588190,36130290,1.27
1195,경기도,수원시 장안구,율천동,2019-12,44636078,36588190,22.00
1196,경기도,수원시 장안구,율천동,2020-01,42736925,44636078,-4.25
1197,경기도,수원시 장안구,율천동,2020-02,43688598,42736925,2.23
1198,경기도,수원시 장안구,율천동,2020-03,65435320,43688598,49.78
1199,경기도,수원시 장안구,정자1동,2019-09,4297920,4297920,0.00
1200,경기도,수원시 장안구,정자1동,2019-10,21261130,4297920,394.68
1201,경기도,수원시 장안구,정자1동,2019-11,17051130,21261130,-19.80
1202,경기도,수원시 장안구,정자1동,2019-12,22947340,17051130,34.58
1203,경기도,수원시 장안구,정자1동,2020-01,23795550,22947340,3.70
1204,경기도,수원시 장안구,정자1동,2020-02,23796560,23795550,0.00
1205,경기도,수원시 장안구,정자1동,2020-03,31629300,23796560,32.92
1206,경기도,수원시 장안구,정자2동,2019-09,4897670,4897670,0.00
1207,경기도,수원시 장안구,정자2동,2019-10,22313000,4897670,355.58
1208,경기도,수원시 장안구,정자2동,2019-11,24730820,22313000,10.84
1209,경기도,수원시 장안구,정자2동,2019-12,29806870,24730820,20.53
1210,경기도,수원시 장안구,정자2동,2020-01,32428390,29806870,8.80
1211,경기도,수원시 장안구,정자2동,2020-02,32589050,32428390,0.50
1212,경기도,수원시 장안구,정자2동,2020-03,47822381,32589050,46.74
1213,경기도,수원시 장안구,정자3동,2019-09,13233603,13233603,0.00
1214,경기도,수원시 장안구,정자3동,2019-10,52573292,13233603,297.27
1215,경기도,수원시 장안구,정자3동,2019-11,47112321,52573292,-10.39
1216,경기도,수원시 장안구,정자3동,2019-12,61211520,47112321,29.93
1217,경기도,수원시 장안구,정자3동,2020-01,59708014,61211520,-2.46
1218,경기도,수원시 장안구,정자3동,2020-02,63975966,59708014,7.15
1219,경기도,수원시 장안구,정자3동,2020-03,96689570,63975966,51.13
1220,경기도,수원시 장안구,조원1동,2019-09,4456690,4456690,0.00
1221,경기도,수원시 장안구,조원1동,2019-10,25839704,4456690,479.80
1222,경기도,수원시 장안구,조원1동,2019-11,21938971,25839704,-15.10
1223,경기도,수원시 장안구,조원1동,2019-12,28145870,21938971,28.29
1224,경기도,수원시 장안구,조원1동,2020-01,24588460,28145870,-12.64
1225,경기도,수원시 장안구,조원1동,2020-02,31201602,24588460,26.90
1226,경기도,수원시 장안구,조원1동,2020-03,49207555,31201602,57.71
1227,경기도,수원시 장안구,조원2동,2019-09,3459620,3459620,0.00
1228,경기도,수원시 장안구,조원2동,2019-10,15343080,3459620,343.49
1229,경기도,수원시 장안구,조원2동,2019-11,15175934,15343080,-1.09
1230,경기도,수원시 장안구,조원2동,2019-12,15189220,15175934,0.09
1231,경기도,수원시 장안구,조원2동,2020-01,14830460,15189220,-2.36
1232,경기도,수원시 장안구,조원2동,2020-02,16549130,14830460,11.59
1233,경기도,수원시 장안구,조원2동,2020-03,23333761,16549130,41.00
1234,경기도,수원시 장안구,파장동,2019-09,5475070,5475070,0.00
1235,경기도,수원시 장안구,파장동,2019-10,24271329,5475070,343.31
1236,경기도,수원시 장안구,파장동,2019-11,24473195,24271329,0.83
1237,경기도,수원시 장안구,파장동,2019-12,28870876,24473195,17.97
1238,경기도,수원시 장안구,파장동,2020-01,29210612,28870876,1.18
1239,경기도,수원시 장안구,파장동,2020-02,31929522,29210612,9.31
1240,경기도,수원시 장안구,파장동,2020-03,52015820,31929522,62.91
1241,경기도,수원시 팔달구,고등동,2019-09,1908082,1908082,0.00
1242,경기도,수원시 팔달구,고등동,2019-10,8903183,1908082,366.60
1243,경기도,수원시 팔달구,고등동,2019-11,8501100,8903183,-4.52
1244,경기도,수원시 팔달구,고등동,2019-12,9007488,8501100,5.96
1245,경기도,수원시 팔달구,고등동,2020-01,10765300,9007488,19.52
1246,경기도,수원시 팔달구,고등동,2020-02,12768810,10765300,18.61
1247,경기도,수원시 팔달구,고등동,2020-03,13431420,12768810,5.19
1248,경기도,수원시 팔달구,광교1동,2019-09,274700,274700,0.00
1249,경기도,수원시 팔달구,광교1동,2019-10,290480,274700,5.74
1250,경기도,수원시 팔달구,광교1동,2019-11,445250,290480,53.28
1251,경기도,수원시 팔달구,광교1동,2019-12,370050,445250,-16.89
1252,경기도,수원시 팔달구,광교1동,2020-01,637460,370050,72.26
1253,경기도,수원시 팔달구,광교1동,2020-02,304370,637460,-52.25
1254,경기도,수원시 팔달구,광교1동,2020-03,401350,304370,31.86
1255,경기도,수원시 팔달구,매교동,2019-09,1091110,1091110,0.00
1256,경기도,수원시 팔달구,매교동,2019-10,6611090,1091110,505.90
1257,경기도,수원시 팔달구,매교동,2019-11,5824090,6611090,-11.90
1258,경기도,수원시 팔달구,매교동,2019-12,10364850,5824090,77.97
1259,경기도,수원시 팔달구,매교동,2020-01,6737970,10364850,-34.99
1260,경기도,수원시 팔달구,매교동,2020-02,7596060,6737970,12.74
1261,경기도,수원시 팔달구,매교동,2020-03,11162460,7596060,46.95
1262,경기도,수원시 팔달구,매산동,2019-09,8261090,8261090,0.00
1263,경기도,수원시 팔달구,매산동,2019-10,34209690,8261090,314.11
1264,경기도,수원시 팔달구,매산동,2019-11,32816750,34209690,-4.07
1265,경기도,수원시 팔달구,매산동,2019-12,41959381,32816750,27.86
1266,경기도,수원시 팔달구,매산동,2020-01,38989665,41959381,-7.08
1267,경기도,수원시 팔달구,매산동,2020-02,41047517,38989665,5.28
1268,경기도,수원시 팔달구,매산동,2020-03,51163980,41047517,24.65
1269,경기도,수원시 팔달구,세류3동,2019-09,8000,8000,0.00
1270,경기도,수원시 팔달구,세류3동,2019-10,11500,8000,43.75
1271,경기도,수원시 팔달구,세류3동,2020-01,20500,11500,78.26
1272,경기도,수원시 팔달구,세류3동,2020-03,7000,20500,-65.85
1273,경기도,수원시 팔달구,우만1동,2019-09,3822180,3822180,0.00
1274,경기도,수원시 팔달구,우만1동,2019-10,14920500,3822180,290.37
1275,경기도,수원시 팔달구,우만1동,2019-11,16958790,14920500,13.66
1276,경기도,수원시 팔달구,우만1동,2019-12,18573060,16958790,9.52
